 test, q,bot_pos,button_pos,fire_pos,Winnability, result1, result2, result3, result4, t1, t2, t3, t4, final_path1, final_path2, final_path3, final_path4
1270,0.7,"(19, 32)","(12, 3)","(21, 19)",0,0,0,0,0,14,34,35,36,"[(20, 32), (20, 33), (21, 33), (22, 33), (22, 32), (22, 31), (21, 31), (21, 30), (20, 30), (19, 30), (19, 29), (18, 29), (18, 28), (18, 27)]","[(20, 32), (20, 33), (21, 33), (22, 33), (22, 32), (22, 31), (21, 31), (21, 30), (20, 30), (19, 30), (19, 29), (18, 29), (17, 29), (16, 29), (15, 29), (15, 28), (14, 28), (13, 28), (12, 28), (11, 28), (11, 27), (10, 27), (9, 27), (9, 26), (9, 25), (8, 25), (9, 25), (9, 26), (9, 27), (8, 27), (7, 27), (6, 27), (6, 28)]","[(20, 32), (20, 33), (20, 32), (19, 32), (18, 32), (18, 33), (17, 33), (16, 33), (15, 33), (14, 33), (14, 32), (14, 31), (14, 30), (15, 30), (15, 29), (15, 28), (14, 28), (13, 28), (12, 28), (11, 28), (11, 27), (10, 27), (9, 27), (9, 26), (9, 27), (8, 27), (7, 27), (6, 27), (5, 27), (5, 28), (5, 29), (4, 29), (4, 30), (3, 30)]","[(18, 32), (18, 33), (17, 33), (16, 33), (15, 33), (14, 33), (13, 33), (12, 33), (11, 33), (11, 32), (11, 31), (11, 30), (10, 30), (9, 30), (8, 30), (7, 30), (7, 29), (7, 28), (6, 28), (6, 27), (5, 27), (5, 26), (5, 25), (5, 24), (5, 23), (5, 22), (5, 21), (5, 20), (4, 20), (4, 19), (3, 19), (2, 19), (2, 18), (2, 17), (1, 17), (1, 16)]"
1271,0.45,"(7, 29)","(34, 34)","(33, 13)",1,1,1,1,1,36,36,36,42,"[(7, 30), (8, 30), (9, 30), (9, 31), (10, 31), (11, 31), (12, 31), (13, 31), (14, 31), (15, 31), (16, 31), (17, 31), (18, 31), (19, 31), (19, 32), (20, 32), (21, 32), (22, 32), (23, 32), (24, 32), (25, 32), (26, 32), (26, 33), (27, 33), (28, 33), (29, 33), (30, 33), (31, 33), (32, 33), (32, 32), (32, 31), (33, 31), (34, 31), (34, 32), (34, 33), (34, 34)]","[(7, 30), (8, 30), (9, 30), (9, 31), (10, 31), (11, 31), (12, 31), (13, 31), (14, 31), (15, 31), (16, 31), (17, 31), (18, 31), (19, 31), (19, 32), (20, 32), (21, 32), (22, 32), (23, 32), (24, 32), (25, 32), (26, 32), (26, 33), (27, 33), (28, 33), (29, 33), (30, 33), (31, 33), (32, 33), (32, 32), (32, 31), (33, 31), (34, 31), (34, 32), (34, 33), (34, 34)]","[(7, 30), (8, 30), (9, 30), (9, 31), (10, 31), (11, 31), (12, 31), (13, 31), (14, 31), (15, 31), (16, 31), (17, 31), (18, 31), (19, 31), (19, 32), (20, 32), (21, 32), (22, 32), (23, 32), (24, 32), (25, 32), (26, 32), (26, 33), (27, 33), (28, 33), (29, 33), (30, 33), (31, 33), (32, 33), (32, 32), (32, 31), (33, 31), (34, 31), (34, 32), (34, 33), (34, 34)]","[(7, 30), (7, 31), (7, 32), (7, 33), (8, 33), (9, 33), (10, 33), (10, 32), (10, 31), (11, 31), (12, 31), (13, 31), (14, 31), (15, 31), (15, 32), (16, 32), (16, 33), (17, 33), (18, 33), (19, 33), (20, 33), (21, 33), (21, 32), (22, 32), (23, 32), (24, 32), (25, 32), (26, 32), (26, 33), (27, 33), (28, 33), (29, 33), (30, 33), (31, 33), (32, 33), (32, 32), (32, 31), (33, 31), (34, 31), (34, 32), (34, 33), (34, 34)]"
1272,0.9,"(2, 38)","(13, 36)","(0, 36)",1,1,1,1,1,15,15,15,15,"[(2, 37), (3, 37), (4, 37), (5, 37), (6, 37), (7, 37), (8, 37), (9, 37), (10, 37), (10, 38), (11, 38), (12, 38), (12, 37), (13, 37), (13, 36)]","[(2, 37), (3, 37), (4, 37), (5, 37), (6, 37), (7, 37), (8, 37), (9, 37), (10, 37), (10, 38), (11, 38), (12, 38), (12, 37), (13, 37), (13, 36)]","[(2, 37), (3, 37), (4, 37), (5, 37), (6, 37), (7, 37), (8, 37), (9, 37), (10, 37), (10, 38), (11, 38), (12, 38), (12, 37), (13, 37), (13, 36)]","[(3, 38), (4, 38), (4, 37), (5, 37), (6, 37), (7, 37), (8, 37), (9, 37), (10, 37), (10, 38), (11, 38), (12, 38), (13, 38), (13, 37), (13, 36)]"
1273,0.6,"(38, 26)","(14, 39)","(30, 17)",1,1,1,1,1,41,41,41,43,"[(37, 26), (36, 26), (36, 27), (36, 28), (37, 28), (37, 29), (37, 30), (36, 30), (36, 31), (35, 31), (34, 31), (34, 32), (34, 33), (34, 34), (34, 35), (34, 36), (33, 36), (32, 36), (31, 36), (30, 36), (29, 36), (28, 36), (27, 36), (27, 35), (26, 35), (25, 35), (24, 35), (23, 35), (23, 36), (22, 36), (21, 36), (20, 36), (20, 37), (19, 37), (18, 37), (18, 38), (17, 38), (16, 38), (16, 39), (15, 39), (14, 39)]","[(37, 26), (36, 26), (36, 27), (36, 28), (37, 28), (37, 29), (37, 30), (36, 30), (36, 31), (35, 31), (34, 31), (34, 32), (34, 33), (34, 34), (34, 35), (34, 36), (33, 36), (32, 36), (31, 36), (30, 36), (29, 36), (28, 36), (27, 36), (27, 35), (26, 35), (25, 35), (24, 35), (23, 35), (23, 36), (22, 36), (21, 36), (20, 36), (20, 37), (19, 37), (18, 37), (18, 38), (17, 38), (16, 38), (16, 39), (15, 39), (14, 39)]","[(37, 26), (36, 26), (36, 27), (36, 28), (37, 28), (37, 29), (37, 30), (36, 30), (36, 31), (35, 31), (34, 31), (34, 32), (34, 33), (34, 34), (34, 35), (34, 36), (33, 36), (32, 36), (31, 36), (30, 36), (29, 36), (28, 36), (27, 36), (27, 35), (26, 35), (25, 35), (24, 35), (23, 35), (23, 36), (22, 36), (21, 36), (20, 36), (20, 37), (19, 37), (18, 37), (18, 38), (17, 38), (16, 38), (16, 39), (15, 39), (14, 39)]","[(37, 26), (36, 26), (36, 27), (36, 28), (37, 28), (37, 29), (37, 30), (37, 31), (36, 31), (36, 32), (36, 33), (35, 33), (34, 33), (34, 34), (34, 35), (34, 36), (33, 36), (32, 36), (31, 36), (30, 36), (29, 36), (28, 36), (28, 37), (28, 38), (27, 38), (26, 38), (25, 38), (25, 39), (24, 39), (23, 39), (22, 39), (21, 39), (20, 39), (20, 38), (20, 37), (19, 37), (18, 37), (18, 38), (17, 38), (16, 38), (16, 39), (15, 39), (14, 39)]"
1274,1,"(12, 6)","(13, 19)","(1, 38)",1,1,1,1,1,18,18,18,18,"[(13, 6), (13, 7), (13, 8), (12, 8), (11, 8), (11, 9), (11, 10), (11, 11), (11, 12), (11, 13), (12, 13), (12, 14), (12, 15), (13, 15), (13, 16), (13, 17), (13, 18), (13, 19)]","[(13, 6), (13, 7), (13, 8), (12, 8), (11, 8), (11, 9), (11, 10), (11, 11), (11, 12), (11, 13), (12, 13), (12, 14), (12, 15), (13, 15), (13, 16), (13, 17), (13, 18), (13, 19)]","[(13, 6), (13, 7), (13, 8), (12, 8), (11, 8), (11, 9), (11, 10), (11, 11), (11, 12), (11, 13), (12, 13), (12, 14), (12, 15), (13, 15), (13, 16), (13, 17), (13, 18), (13, 19)]","[(13, 6), (13, 7), (13, 8), (12, 8), (11, 8), (11, 9), (11, 10), (11, 11), (11, 12), (12, 12), (12, 13), (12, 14), (12, 15), (13, 15), (13, 16), (13, 17), (13, 18), (13, 19)]"
1275,0.55,"(6, 3)","(19, 24)","(25, 5)",1,1,1,1,1,40,40,40,40,"[(5, 3), (5, 4), (5, 5), (5, 6), (5, 7), (4, 7), (4, 8), (4, 9), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (4, 13), (4, 14), (5, 14), (5, 15), (5, 16), (5, 17), (6, 17), (7, 17), (7, 18), (8, 18), (9, 18), (9, 19), (10, 19), (11, 19), (12, 19), (13, 19), (14, 19), (15, 19), (16, 19), (17, 19), (17, 20), (17, 21), (17, 22), (18, 22), (18, 23), (18, 24), (19, 24)]","[(5, 3), (5, 4), (5, 5), (5, 6), (5, 7), (4, 7), (4, 8), (4, 9), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (4, 13), (4, 14), (5, 14), (5, 15), (5, 16), (5, 17), (6, 17), (7, 17), (7, 18), (8, 18), (9, 18), (9, 19), (10, 19), (11, 19), (12, 19), (13, 19), (14, 19), (15, 19), (16, 19), (17, 19), (17, 20), (17, 21), (17, 22), (18, 22), (18, 23), (18, 24), (19, 24)]","[(5, 3), (5, 4), (5, 5), (5, 6), (5, 7), (4, 7), (4, 8), (4, 9), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (4, 13), (4, 14), (5, 14), (5, 15), (5, 16), (5, 17), (6, 17), (7, 17), (7, 18), (8, 18), (9, 18), (9, 19), (10, 19), (11, 19), (12, 19), (13, 19), (14, 19), (15, 19), (16, 19), (17, 19), (17, 20), (17, 21), (17, 22), (18, 22), (18, 23), (18, 24), (19, 24)]","[(5, 3), (5, 4), (5, 5), (5, 6), (5, 7), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (8, 13), (9, 13), (9, 14), (9, 15), (10, 15), (10, 16), (10, 17), (9, 17), (9, 18), (9, 19), (10, 19), (11, 19), (12, 19), (13, 19), (14, 19), (15, 19), (16, 19), (17, 19), (17, 20), (17, 21), (17, 22), (18, 22), (18, 23), (18, 24), (19, 24)]"
1276,0.65,"(19, 32)","(3, 6)","(23, 25)",1,1,1,1,1,44,44,44,48,"[(19, 31), (18, 31), (17, 31), (17, 30), (17, 29), (16, 29), (16, 28), (16, 27), (15, 27), (14, 27), (14, 26), (13, 26), (12, 26), (12, 25), (11, 25), (11, 24), (11, 23), (11, 22), (10, 22), (10, 21), (10, 20), (10, 19), (10, 18), (10, 17), (10, 16), (11, 16), (11, 15), (11, 14), (11, 13), (10, 13), (9, 13), (9, 12), (9, 11), (9, 10), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (4, 9), (4, 8), (4, 7), (3, 7), (3, 6)]","[(19, 31), (18, 31), (17, 31), (17, 30), (17, 29), (16, 29), (16, 28), (16, 27), (15, 27), (14, 27), (14, 26), (13, 26), (12, 26), (12, 25), (11, 25), (11, 24), (11, 23), (11, 22), (10, 22), (10, 21), (10, 20), (10, 19), (10, 18), (10, 17), (10, 16), (11, 16), (11, 15), (11, 14), (11, 13), (10, 13), (9, 13), (9, 12), (9, 11), (9, 10), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (4, 9), (4, 8), (4, 7), (3, 7), (3, 6)]","[(19, 31), (18, 31), (17, 31), (17, 30), (17, 29), (16, 29), (16, 28), (16, 27), (15, 27), (14, 27), (14, 26), (13, 26), (12, 26), (12, 25), (11, 25), (11, 24), (11, 23), (11, 22), (10, 22), (10, 21), (10, 20), (10, 19), (10, 18), (10, 17), (10, 16), (11, 16), (11, 15), (11, 14), (11, 13), (10, 13), (9, 13), (9, 12), (9, 11), (9, 10), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (4, 9), (4, 8), (4, 7), (3, 7), (3, 6)]","[(19, 31), (18, 31), (17, 31), (17, 30), (17, 29), (16, 29), (15, 29), (15, 30), (14, 30), (13, 30), (12, 30), (11, 30), (11, 29), (10, 29), (9, 29), (8, 29), (7, 29), (7, 28), (6, 28), (5, 28), (5, 27), (5, 26), (5, 25), (5, 24), (5, 23), (5, 22), (5, 21), (5, 20), (5, 19), (5, 18), (5, 17), (4, 17), (4, 16), (4, 15), (4, 14), (4, 13), (4, 12), (3, 12), (2, 12), (2, 11), (2, 10), (2, 9), (2, 8), (1, 8), (1, 7), (1, 6), (2, 6), (3, 6)]"
1277,0.05,"(33, 33)","(21, 18)","(26, 9)",1,1,1,1,1,31,31,31,31,"[(33, 34), (32, 34), (32, 35), (31, 35), (30, 35), (30, 34), (30, 33), (29, 33), (29, 32), (28, 32), (28, 31), (27, 31), (26, 31), (26, 30), (25, 30), (25, 29), (24, 29), (23, 29), (22, 29), (22, 28), (22, 27), (22, 26), (22, 25), (22, 24), (22, 23), (21, 23), (21, 22), (21, 21), (21, 20), (21, 19), (21, 18)]","[(33, 34), (32, 34), (32, 35), (31, 35), (30, 35), (30, 34), (30, 33), (29, 33), (29, 32), (28, 32), (28, 31), (27, 31), (26, 31), (26, 30), (25, 30), (25, 29), (24, 29), (23, 29), (22, 29), (22, 28), (22, 27), (22, 26), (22, 25), (22, 24), (22, 23), (21, 23), (21, 22), (21, 21), (21, 20), (21, 19), (21, 18)]","[(33, 34), (32, 34), (32, 35), (31, 35), (30, 35), (30, 34), (30, 33), (29, 33), (29, 32), (28, 32), (28, 31), (27, 31), (26, 31), (26, 30), (25, 30), (25, 29), (24, 29), (23, 29), (22, 29), (22, 28), (22, 27), (22, 26), (22, 25), (22, 24), (22, 23), (21, 23), (21, 22), (21, 21), (21, 20), (21, 19), (21, 18)]","[(33, 34), (32, 34), (32, 35), (31, 35), (30, 35), (30, 34), (30, 33), (29, 33), (29, 32), (28, 32), (28, 31), (27, 31), (26, 31), (26, 30), (25, 30), (25, 29), (24, 29), (23, 29), (22, 29), (22, 28), (22, 27), (22, 26), (22, 25), (22, 24), (22, 23), (21, 23), (21, 22), (21, 21), (21, 20), (21, 19), (21, 18)]"
1278,0.95,"(21, 10)","(13, 19)","(14, 12)",0,0,0,0,0,9,10,10,10,"[(21, 11), (21, 12), (21, 13), (22, 13), (22, 14), (22, 15), (21, 15), (20, 15), (19, 15)]","[(21, 11), (21, 12), (21, 13), (22, 13), (22, 14), (22, 15), (21, 15), (20, 15), (20, 16), (20, 17)]","[(21, 11), (21, 12), (21, 13), (22, 13), (22, 14), (22, 15), (21, 15), (20, 15), (20, 16), (20, 17)]","[(21, 11), (21, 12), (21, 13), (22, 13), (22, 14), (22, 15), (22, 16), (22, 17), (21, 17), (21, 18)]"
1279,0.75,"(37, 31)","(3, 19)","(3, 2)",0,0,0,0,0,47,47,47,47,"[(36, 31), (35, 31), (35, 30), (34, 30), (34, 29), (34, 28), (33, 28), (33, 27), (33, 26), (33, 25), (33, 24), (34, 24), (34, 23), (34, 22), (33, 22), (32, 22), (32, 21), (31, 21), (31, 20), (31, 19), (30, 19), (29, 19), (28, 19), (27, 19), (26, 19), (26, 20), (25, 20), (24, 20), (23, 20), (22, 20), (21, 20), (21, 21), (20, 21), (19, 21), (18, 21), (18, 20), (17, 20), (16, 20), (15, 20), (14, 20), (13, 20), (12, 20), (11, 20), (11, 19), (10, 19), (9, 19), (8, 19)]","[(36, 31), (35, 31), (35, 30), (34, 30), (34, 29), (34, 28), (33, 28), (33, 27), (33, 26), (33, 25), (33, 24), (34, 24), (34, 23), (34, 22), (33, 22), (32, 22), (32, 21), (31, 21), (31, 20), (31, 19), (30, 19), (29, 19), (28, 19), (27, 19), (26, 19), (26, 20), (25, 20), (24, 20), (23, 20), (22, 20), (21, 20), (21, 21), (20, 21), (19, 21), (18, 21), (18, 20), (17, 20), (16, 20), (15, 20), (14, 20), (13, 20), (12, 20), (11, 20), (11, 19), (10, 19), (9, 19), (8, 19)]","[(36, 31), (35, 31), (35, 30), (34, 30), (34, 29), (34, 28), (33, 28), (33, 27), (33, 26), (33, 25), (33, 24), (34, 24), (34, 23), (34, 22), (33, 22), (32, 22), (32, 21), (31, 21), (31, 20), (31, 19), (30, 19), (29, 19), (28, 19), (27, 19), (26, 19), (26, 20), (25, 20), (24, 20), (23, 20), (22, 20), (21, 20), (21, 21), (20, 21), (19, 21), (18, 21), (18, 20), (17, 20), (16, 20), (15, 20), (14, 20), (13, 20), (12, 20), (11, 20), (11, 19), (10, 19), (9, 19), (8, 19)]","[(36, 31), (35, 31), (35, 30), (34, 30), (34, 29), (34, 28), (33, 28), (32, 28), (31, 28), (30, 28), (30, 27), (30, 26), (30, 25), (31, 25), (31, 24), (31, 23), (32, 23), (32, 22), (32, 21), (31, 21), (31, 20), (31, 19), (30, 19), (29, 19), (28, 19), (27, 19), (26, 19), (26, 20), (25, 20), (24, 20), (23, 20), (22, 20), (21, 20), (21, 21), (20, 21), (19, 21), (18, 21), (18, 20), (17, 20), (16, 20), (15, 20), (14, 20), (13, 20), (12, 20), (11, 20), (11, 19), (10, 19)]"
1280,0.4,"(16, 22)","(39, 21)","(9, 27)",1,1,1,1,1,32,32,32,34,"[(16, 23), (16, 24), (17, 24), (18, 24), (18, 25), (18, 26), (19, 26), (20, 26), (21, 26), (22, 26), (23, 26), (24, 26), (25, 26), (26, 26), (27, 26), (27, 25), (28, 25), (29, 25), (30, 25), (31, 25), (32, 25), (33, 25), (33, 24), (33, 23), (34, 23), (35, 23), (35, 22), (36, 22), (37, 22), (38, 22), (39, 22), (39, 21)]","[(16, 23), (16, 24), (17, 24), (18, 24), (18, 25), (18, 26), (19, 26), (20, 26), (21, 26), (22, 26), (23, 26), (24, 26), (25, 26), (26, 26), (27, 26), (27, 25), (28, 25), (29, 25), (30, 25), (31, 25), (32, 25), (33, 25), (33, 24), (33, 23), (34, 23), (35, 23), (35, 22), (36, 22), (37, 22), (38, 22), (39, 22), (39, 21)]","[(16, 23), (16, 24), (17, 24), (18, 24), (18, 25), (18, 26), (19, 26), (20, 26), (21, 26), (22, 26), (23, 26), (24, 26), (25, 26), (26, 26), (27, 26), (27, 25), (28, 25), (29, 25), (30, 25), (31, 25), (32, 25), (33, 25), (33, 24), (33, 23), (34, 23), (35, 23), (35, 22), (36, 22), (37, 22), (38, 22), (39, 22), (39, 21)]","[(16, 21), (17, 21), (17, 20), (17, 19), (17, 18), (18, 18), (19, 18), (20, 18), (20, 19), (21, 19), (22, 19), (22, 20), (23, 20), (24, 20), (25, 20), (26, 20), (26, 21), (27, 21), (28, 21), (29, 21), (30, 21), (31, 21), (32, 21), (33, 21), (33, 22), (33, 23), (34, 23), (35, 23), (35, 22), (36, 22), (37, 22), (38, 22), (39, 22), (39, 21)]"
1281,0.45,"(17, 20)","(9, 2)","(37, 12)",1,1,1,1,1,30,30,30,30,"[(17, 19), (16, 19), (16, 18), (16, 17), (15, 17), (14, 17), (13, 17), (13, 16), (13, 15), (12, 15), (11, 15), (11, 14), (11, 13), (11, 12), (10, 12), (10, 11), (10, 10), (9, 10), (9, 9), (9, 8), (9, 7), (8, 7), (8, 6), (8, 5), (7, 5), (7, 4), (7, 3), (8, 3), (9, 3), (9, 2)]","[(17, 19), (16, 19), (16, 18), (16, 17), (15, 17), (14, 17), (13, 17), (13, 16), (13, 15), (12, 15), (11, 15), (11, 14), (11, 13), (11, 12), (10, 12), (10, 11), (10, 10), (9, 10), (9, 9), (9, 8), (9, 7), (8, 7), (8, 6), (8, 5), (7, 5), (7, 4), (7, 3), (8, 3), (9, 3), (9, 2)]","[(17, 19), (16, 19), (16, 18), (16, 17), (15, 17), (14, 17), (13, 17), (13, 16), (13, 15), (12, 15), (11, 15), (11, 14), (11, 13), (11, 12), (10, 12), (10, 11), (10, 10), (9, 10), (9, 9), (9, 8), (9, 7), (8, 7), (8, 6), (8, 5), (7, 5), (7, 4), (7, 3), (8, 3), (9, 3), (9, 2)]","[(17, 19), (16, 19), (16, 18), (16, 17), (15, 17), (14, 17), (13, 17), (13, 16), (13, 15), (12, 15), (11, 15), (11, 14), (11, 13), (11, 12), (10, 12), (10, 11), (10, 10), (9, 10), (9, 9), (9, 8), (9, 7), (8, 7), (8, 6), (8, 5), (7, 5), (7, 4), (7, 3), (8, 3), (9, 3), (9, 2)]"
1282,0.5,"(14, 21)","(35, 27)","(24, 20)",1,1,1,1,1,29,29,29,29,"[(14, 22), (14, 23), (14, 24), (15, 24), (16, 24), (16, 25), (16, 26), (17, 26), (18, 26), (19, 26), (20, 26), (21, 26), (22, 26), (23, 26), (24, 26), (25, 26), (25, 27), (26, 27), (27, 27), (28, 27), (29, 27), (29, 26), (30, 26), (31, 26), (32, 26), (33, 26), (33, 27), (34, 27), (35, 27)]","[(14, 22), (14, 23), (14, 24), (15, 24), (16, 24), (16, 25), (16, 26), (17, 26), (18, 26), (19, 26), (20, 26), (21, 26), (22, 26), (23, 26), (24, 26), (25, 26), (25, 27), (26, 27), (27, 27), (28, 27), (29, 27), (29, 26), (30, 26), (31, 26), (32, 26), (33, 26), (33, 27), (34, 27), (35, 27)]","[(14, 22), (14, 23), (14, 24), (15, 24), (16, 24), (16, 25), (16, 26), (17, 26), (18, 26), (19, 26), (20, 26), (21, 26), (22, 26), (23, 26), (24, 26), (25, 26), (25, 27), (26, 27), (27, 27), (28, 27), (29, 27), (29, 26), (30, 26), (31, 26), (32, 26), (33, 26), (33, 27), (34, 27), (35, 27)]","[(14, 22), (14, 23), (14, 24), (15, 24), (16, 24), (16, 25), (16, 26), (17, 26), (18, 26), (19, 26), (20, 26), (21, 26), (22, 26), (23, 26), (24, 26), (25, 26), (25, 27), (26, 27), (27, 27), (28, 27), (29, 27), (29, 26), (30, 26), (31, 26), (32, 26), (33, 26), (33, 27), (34, 27), (35, 27)]"
1283,0.95,"(36, 32)","(27, 28)","(33, 7)",1,1,1,1,1,15,15,15,15,"[(35, 32), (35, 31), (34, 31), (34, 30), (33, 30), (33, 29), (32, 29), (31, 29), (31, 30), (30, 30), (29, 30), (29, 29), (28, 29), (28, 28), (27, 28)]","[(35, 32), (35, 31), (34, 31), (34, 30), (33, 30), (33, 29), (32, 29), (31, 29), (31, 30), (30, 30), (29, 30), (29, 29), (28, 29), (28, 28), (27, 28)]","[(35, 32), (35, 31), (34, 31), (34, 30), (33, 30), (33, 29), (32, 29), (31, 29), (31, 30), (30, 30), (29, 30), (29, 29), (28, 29), (28, 28), (27, 28)]","[(35, 32), (35, 31), (34, 31), (34, 30), (33, 30), (33, 29), (32, 29), (31, 29), (31, 30), (30, 30), (29, 30), (29, 29), (28, 29), (28, 28), (27, 28)]"
1284,0.95,"(13, 18)","(9, 17)","(7, 15)",0,0,0,0,0,4,4,4,4,"[(12, 18), (11, 18), (11, 17), (10, 17)]","[(12, 18), (11, 18), (11, 17), (10, 17)]","[(12, 18), (11, 18), (11, 17), (10, 17)]","[(12, 18), (11, 18), (11, 17), (10, 17)]"
1285,0.95,"(10, 13)","(10, 26)","(6, 24)",0,0,0,0,0,6,6,6,6,"[(10, 14), (10, 15), (10, 16), (9, 16), (9, 17), (9, 18)]","[(10, 14), (10, 15), (10, 16), (9, 16), (9, 17), (9, 18)]","[(10, 14), (10, 15), (10, 16), (9, 16), (9, 17), (9, 18)]","[(10, 14), (10, 15), (10, 16), (9, 16), (9, 17), (9, 18)]"
1286,0.65,"(16, 18)","(7, 24)","(18, 39)",1,1,1,1,1,15,15,15,17,"[(15, 18), (15, 19), (14, 19), (13, 19), (12, 19), (11, 19), (11, 20), (11, 21), (11, 22), (10, 22), (10, 23), (10, 24), (9, 24), (8, 24), (7, 24)]","[(15, 18), (15, 19), (14, 19), (13, 19), (12, 19), (11, 19), (11, 20), (11, 21), (11, 22), (10, 22), (10, 23), (10, 24), (9, 24), (8, 24), (7, 24)]","[(15, 18), (15, 19), (14, 19), (13, 19), (12, 19), (11, 19), (11, 20), (11, 21), (11, 22), (10, 22), (10, 23), (10, 24), (9, 24), (8, 24), (7, 24)]","[(15, 18), (15, 19), (14, 19), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19), (8, 20), (8, 21), (7, 21), (7, 22), (6, 22), (6, 23), (6, 24), (7, 24)]"
1287,0.45,"(33, 34)","(11, 35)","(33, 16)",1,1,1,1,1,29,29,29,29,"[(32, 34), (32, 35), (31, 35), (30, 35), (29, 35), (28, 35), (27, 35), (26, 35), (26, 36), (25, 36), (24, 36), (23, 36), (22, 36), (22, 35), (21, 35), (20, 35), (19, 35), (18, 35), (17, 35), (16, 35), (16, 36), (16, 37), (15, 37), (14, 37), (14, 36), (13, 36), (12, 36), (12, 35), (11, 35)]","[(32, 34), (32, 35), (31, 35), (30, 35), (29, 35), (28, 35), (27, 35), (26, 35), (26, 36), (25, 36), (24, 36), (23, 36), (22, 36), (22, 35), (21, 35), (20, 35), (19, 35), (18, 35), (17, 35), (16, 35), (16, 36), (16, 37), (15, 37), (14, 37), (14, 36), (13, 36), (12, 36), (12, 35), (11, 35)]","[(32, 34), (32, 35), (31, 35), (30, 35), (29, 35), (28, 35), (27, 35), (26, 35), (26, 36), (25, 36), (24, 36), (23, 36), (22, 36), (22, 35), (21, 35), (20, 35), (19, 35), (18, 35), (17, 35), (16, 35), (16, 36), (16, 37), (15, 37), (14, 37), (14, 36), (13, 36), (12, 36), (12, 35), (11, 35)]","[(32, 34), (32, 35), (31, 35), (30, 35), (29, 35), (28, 35), (27, 35), (26, 35), (26, 36), (25, 36), (24, 36), (23, 36), (22, 36), (22, 35), (21, 35), (20, 35), (19, 35), (18, 35), (17, 35), (16, 35), (16, 36), (16, 37), (15, 37), (14, 37), (14, 36), (13, 36), (12, 36), (12, 35), (11, 35)]"
1288,0.75,"(1, 2)","(19, 5)","(21, 8)",0,0,0,0,0,6,6,6,6,"[(1, 3), (2, 3), (3, 3), (3, 2), (3, 1), (4, 1)]","[(1, 3), (2, 3), (3, 3), (3, 2), (3, 1), (4, 1)]","[(1, 3), (2, 3), (3, 3), (3, 2), (3, 1), (4, 1)]","[(1, 1), (1, 0), (2, 0), (3, 0), (3, 1), (4, 1)]"
1289,0.4,"(5, 15)","(11, 27)","(13, 24)",0,0,0,0,0,8,8,8,8,"[(5, 16), (5, 17), (5, 18), (6, 18), (6, 19), (7, 19), (7, 20), (8, 20)]","[(5, 16), (5, 17), (5, 18), (6, 18), (6, 19), (7, 19), (7, 20), (7, 21)]","[(5, 16), (5, 17), (5, 18), (6, 18), (6, 19), (7, 19), (7, 20), (7, 21)]","[(5, 16), (5, 17), (5, 18), (6, 18), (6, 19), (7, 19), (7, 20), (7, 21)]"
